"level","dpa_code","parent_dpa_code","name","parish_type"
"PARISH","120950","1209","Palenque","URBAN"
"PARISH","121001","1210","San Jacinto de Buena Fé","URBAN"
"PARISH","121002","1210","7 de Agosto","URBAN"
"PARISH","121003","1210","11 de Octubre","URBAN"
"PARISH","121050","1210","San Jacinto de Buena Fé","URBAN"
"PARISH","121051","1210","Patricia Pilar","RURAL"
"PARISH","121101","1211","Valencia","URBAN"
"PARISH","121102","1211","La Unión","URBAN"
"PARISH","121103","1211","La Nueva Unión","URBAN"
"PARISH","121150","1211","Valencia","URBAN"
"PARISH","121250","1212","Mocache","URBAN"
"PARISH","121350","1213","Quinsaloma","URBAN"
"PARISH","130101","1301","Portoviejo","URBAN"
"PARISH","130102","1301","12 de Marzo","URBAN"
"PARISH","130103","1301","Colón","URBAN"
"PARISH","130104","1301","Picoazá","URBAN"
"PARISH","130105","1301","San Pablo","URBAN"
"PARISH","130106","1301","Andrés de Vera","URBAN"
"PARISH","130107","1301","Francisco Pacheco","URBAN"
"PARISH","130108","1301","18 de Octubre","URBAN"
"PARISH","130109","1301","Simón Bolívar","URBAN"
"PARISH","130150","1301","Portoviejo","URBAN"
"PARISH","130151","1301","Abdón Calderón","RURAL"
"PARISH","130152","1301","Alhajuela","RURAL"
"PARISH","130153","1301","Crucita","RURAL"
"PARISH","130154","1301","Pueblo Nuevo","RURAL"
"PARISH","130155","1301","Riochico","RURAL"
"PARISH","130156","1301","San Plácido","RURAL"
"PARISH","130157","1301","Chirijos","RURAL"
"PARISH","130250","1302","Calceta","URBAN"
"PARISH","130251","1302","Membrillo","RURAL"
"PARISH","130252","1302","Quiroga","RURAL"
"PARISH","130301","1303","Chone","URBAN"
"PARISH","130302","1303","Santa Rita","URBAN"
"PARISH","130350","1303","Chone","URBAN"
"PARISH","130351","1303","Boyacá","RURAL"
"PARISH","130352","1303","Canuto","RURAL"
"PARISH","130353","1303","Convento","RURAL"
"PARISH","130354","1303","Chibunga","RURAL"
"PARISH","130355","1303","Eloy Alfaro","RURAL"
"PARISH","130356","1303","Ricaurte","RURAL"
"PARISH","130357","1303","San Antonio","RURAL"
"PARISH","130401","1304","El Carmen","URBAN"
"PARISH","130402","1304","4 de Diciembre","URBAN"
"PARISH","130450","1304","El Carmen","URBAN"
"PARISH","130451","1304","Wilfrido Loor Moreira","RURAL"
"PARISH","130452","1304","San Pedro de Suma","RURAL"
"PARISH","130453","1304","Santa María","RURAL"
"PARISH","130454","1304","El Paraíso la 14 (Cab. en El Paraíso )","RURAL"
"PARISH","130550","1305","Flavio Alfaro","URBAN"
"PARISH","130551","1305","San Francisco de Novillo (Cab. en Novillo)","RURAL"
"PARISH","130552","1305","Zapallo","RURAL"
"PARISH","130601","1306","Doctor Miguel Morán Lucio","URBAN"
"PARISH","130602","1306","Manuel Inocencio Parrales y Guale","URBAN"
"PARISH","130603","1306","San Lorenzo de Jipijapa","URBAN"
"PARISH","130650","1306","Jipijapa","URBAN"
"PARISH","130651","1306","América","RURAL"
"PARISH","130652","1306","El Anegado (Cab. en Eloy Alfaro)","RURAL"
"PARISH","130653","1306","Julcuy","RURAL"
"PARISH","130654","1306","La Unión","RURAL"
"PARISH","130656","1306","Membrillal","RURAL"
"PARISH","130657","1306","Pedro Pablo Gómez (Cab. en Potrero Nuevo)","RURAL"
"PARISH","130658","1306","Puerto de Cayo","RURAL"
"PARISH","130750","1307","Junín","URBAN"
"PARISH","130801","1308","Los Esteros","URBAN"
"PARISH","130802","1308","Manta","URBAN"
"PARISH","130803","1308","San Mateo","URBAN"
"PARISH","130804","1308","Tarqui","URBAN"
"PARISH","130805","1308","Eloy Alfaro","URBAN"
"PARISH","130806","1308","Urbimanta","URBAN"
"PARISH","130850","1308","Manta","URBAN"
"PARISH","130851","1308","San Lorenzo","RURAL"
"PARISH","130852","1308","Santa Marianita","RURAL"
"PARISH","130901","1309","Aníbal San Andrés","URBAN"
"PARISH","130902","1309","Montecristi","URBAN"
"PARISH","130903","1309","El Colorado","URBAN"
"PARISH","130904","1309","General Eloy Alfaro","URBAN"
"PARISH","130905","1309","Leonidas Proaño","URBAN"
"PARISH","130906","1309","Isabel Muentes","URBAN"
"PARISH","130950","1309","Montecristi","URBAN"
"PARISH","130952","1309","La Pila","RURAL"
"PARISH","131050","1310","Paján","URBAN"
"PARISH","131051","1310","Campozano","RURAL"
"PARISH","131052","1310","Cascol","RURAL"
"PARISH","131053","1310","Guale","RURAL"
"PARISH","131054","1310","Lascano","RURAL"
"PARISH","131150","1311","Pichincha","URBAN"
"PARISH","131151","1311","Barraganete","RURAL"
"PARISH","131152","1311","San Sebastián","RURAL"
"PARISH","131250","1312","Rocafuerte","URBAN"
"PARISH","131251","1312","Sosote","RURAL"
"PARISH","131301","1313","Santa Ana","URBAN"
"PARISH","131302","1313","Lodana","URBAN"
"PARISH","131350","1313","Santa Ana de Vuelta Larga","URBAN"
"PARISH","131351","1313","Ayacucho","RURAL"
"PARISH","131352","1313","Honorato Vásquez (Cab. en Vásquez)","RURAL"
"PARISH","131353","1313","La Unión","RURAL"
"PARISH","131355","1313","San Pablo (Cab. en Pueblo Nuevo)","RURAL"
"PARISH","131401","1314","Bahía de Caráquez","URBAN"
"PARISH","131402","1314","Leonidas Plaza Gutiérrez","URBAN"
"PARISH","131450","1314","Bahía de Caráquez","URBAN"
"PARISH","131453","1314","Charapotó","RURAL"
"PARISH","131457","1314","San Isidro","RURAL"
"PARISH","131550","1315","Tosagua","URBAN"
"PARISH","131551","1315","Bachillero","RURAL"
"PARISH","131552","1315","Ángel Pedro Giler","RURAL"
"PARISH","131650","1316","Sucre","URBAN"
"PARISH","131651","1316","Bellavista","RURAL"
"PARISH","131652","1316","Noboa","RURAL"
"PARISH","131653","1316","Arquitecto Sixto Durán Ballén (Cab. en las Pajitas)","RURAL"
"PARISH","131750","1317","Pedernales","URBAN"
"PARISH","131751","1317","Cojimíes","RURAL"
"PARISH","131752","1317","Diez de Agosto","RURAL"
"PARISH","131753","1317","Atahualpa","RURAL"
"PARISH","131850","1318","Olmedo","URBAN"
"PARISH","131950","1319","Puerto López","URBAN"
"PARISH","131951","1319","Machalilla","RURAL"
"PARISH","131952","1319","Salango","RURAL"
"PARISH","132050","1320","Jama","URBAN"
"PARISH","132150","1321","Jaramijó","URBAN"
"PARISH","132250","1322","San Vicente","URBAN"
"PARISH","132251","1322","Canoa","RURAL"
"PARISH","140150","1401","Macas","URBAN"
"PARISH","140151","1401","Alshi (Cab. en Nueve de Octubre)","RURAL"
"PARISH","140153","1401","General Proaño (Cab. en Barahona)","RURAL"
"PARISH","140156","1401","San Isidro","RURAL"
"PARISH","140158","1401","Sinaí","RURAL"
"PARISH","140160","1401","Zuña","RURAL"
"PARISH","140162","1401","Cuchaentza","RURAL"
"PARISH","140164","1401","Río Blanco","RURAL"
"PARISH","140190","1401","Sinaí-Cuchaentza","RURAL"
"PARISH","140201","1402","Gualaquiza","URBAN"
"PARISH","140202","1402","Mercedes Molina","URBAN"
"PARISH","140250","1402","Gualaquiza","URBAN"
"PARISH","140251","1402","Amazonas","RURAL"
"PARISH","140252","1402","Bermejos","RURAL"
"PARISH","140253","1402","Bomboíza","RURAL"
"PARISH","140254","1402","Chigüinda","RURAL"
"PARISH","140255","1402","El Rosario","RURAL"
"PARISH","140256","1402","Nueva Tarqui","RURAL"
"PARISH","140257","1402","San Miguel de Cuyes","RURAL"
"PARISH","140258","1402","El Ideal","RURAL"
"PARISH","140350","1403","General Leonidas Plaza Gutiérrez","URBAN"
"PARISH","140351","1403","Indanza","RURAL"
"PARISH","140353","1403","San Antonio (Cab. en San Antonio Centro)","RURAL"
"PARISH","140356","1403","San Miguel de Conchay","RURAL"
"PARISH","140357","1403","Santa Susana de Chiviaza (Cab. en Chiviaza)","RURAL"
"PARISH","140358","1403","Yunganza (Cab. en El Rosario)","RURAL"
"PARISH","140450","1404","Palora (Metzera),cabecera Cantonal","URBAN"
"PARISH","140451","1404","Arapicos","RURAL"
"PARISH","140452","1404","Cumandá (Cab. en Colonia Agrícola Sevilla de Oro)","RURAL"
"PARISH","140454","1404","Sangay (Cab. en Nayamanaca)","RURAL"
"PARISH","140455","1404","16 de Agosto","RURAL"
"PARISH","140550","1405","Santiago de Méndez","URBAN"
"PARISH","140551","1405","Copal","RURAL"
"PARISH","140552","1405","Chupianza","RURAL"
"PARISH","140553","1405","Patuca","RURAL"
"PARISH","140554","1405","San Luis de El Acho (Cab. en El Acho)","RURAL"
"PARISH","140556","1405","Tayuza","RURAL"
"PARISH","140557","1405","San Francisco de Chinimbimi (Cab. en Chinimbimi)","RURAL"
"PARISH","140650","1406","Sucúa","URBAN"
"PARISH","140651","1406","Asunción","RURAL"
"PARISH","140652","1406","Huambi","RURAL"
"PARISH","140655","1406","Santa Marianita de Jesús (Cab. en Santa Marianita)","RURAL"
"PARISH","140750","1407","Huamboya","URBAN"
"PARISH","140751","1407","Chiguaza","RURAL"
"PARISH","140850","1408","San Juan Bosco","URBAN"
"PARISH","140851","1408","Pan de Azúcar","RURAL"
"PARISH","140852","1408","San Carlos de Limón","RURAL"
"PARISH","140853","1408","San Jacinto de Wakambeis (Cab. en Wakambeis)","RURAL"
"PARISH","140854","1408","Santiago de Pananza","RURAL"
"PARISH","140950","1409","Taisha","URBAN"
"PARISH","140951","1409","Huasaga (Cab. en Wampuik)","RURAL"
"PARISH","140952","1409","Macuma","RURAL"
"PARISH","140953","1409","Tuutinentsa","RURAL"
"PARISH","140954","1409","Pumpuentsa","RURAL"
"PARISH","141050","1410","Logroño","URBAN"
"PARISH","141051","1410","Yaupi","RURAL"
"PARISH","141052","1410","Shimpis","RURAL"
"PARISH","141150","1411","Pablo Sexto","URBAN"
"PARISH","141250","1412","Santiago","URBAN"
"PARISH","141251","1412","San José de Morona","RURAL"
"PARISH","141350","1413","Sevilla Don Bosco","URBAN"
"PARISH","150150","1501","Tena","URBAN"
"PARISH","150151","1501","Ahuano","RURAL"
"PARISH","150153","1501","Chontapunta","RURAL"
"PARISH","150154","1501","Pano","RURAL"
"PARISH","150155","1501","Puerto Misahuallí","RURAL"
"PARISH","150156","1501","Puerto Napo","RURAL"
"PARISH","150157","1501","Tálag","RURAL"
"PARISH","150158","1501","San Juan de Muyuna","RURAL"
"PARISH","150350","1503","Archidona","URBAN"
"PARISH","150352","1503","Cotundo","RURAL"
"PARISH","150354","1503","San Pablo de Ushpayacu","RURAL"
"PARISH","150356","1503","Hatun Sumaku (Cab. en Diez de Agosto)","RURAL"
"PARISH","150450","1504","El Chaco","URBAN"
"PARISH","150451","1504","Gonzalo Díaz de Pineda","RURAL"
"PARISH","150452","1504","Linares","RURAL"
"PARISH","150453","1504","Oyacachi","RURAL"
"PARISH","150454","1504","Santa Rosa","RURAL"
"PARISH","150455","1504","Sardinas","RURAL"
"PARISH","150750","1507","Baeza","URBAN"
"PARISH","150751","1507","Cosanga","RURAL"
"PARISH","150752","1507","Cuyuja","RURAL"
"PARISH","150753","1507","Papallacta","RURAL"
"PARISH","150754","1507","San Francisco de Borja","RURAL"
"PARISH","150756","1507","Sumaco","RURAL"
"PARISH","150950","1509","Carlos Julio Arosemena Tola","URBAN"
"PARISH","160150","1601","Puyo","URBAN"
"PARISH","160152","1601","Canelos","RURAL"
"PARISH","160154","1601","Diez de Agosto","RURAL"
"PARISH","160155","1601","Fátima","RURAL"
"PARISH","160156","1601","Montalvo","RURAL"
"PARISH","160157","1601","Pomona","RURAL"
"PARISH","160158","1601","Río Corrientes","RURAL"
"PARISH","160159","1601","Río Tigre","RURAL"
"PARISH","160161","1601","Sarayacu","RURAL"
"PARISH","160162","1601","Simón Bolívar (Cab. en Mushullacta)","RURAL"
"PARISH","160163","1601","Tarqui","RURAL"
"PARISH","160164","1601","Teniente Hugo Ortiz","RURAL"
"PARISH","160165","1601","Veracruz (Cab. en Indillama)","RURAL"
"PARISH","160166","1601","El Triunfo","RURAL"
"PARISH","160167","1601","Shuar Pastaza","RURAL"
"PARISH","160250","1602","Mera","URBAN"
"PARISH","160251","1602","Madre Tierra","RURAL"
"PARISH","160252","1602","Shell","RURAL"
"PARISH","160350","1603","Santa Clara","URBAN"
"PARISH","160351","1603","San José","RURAL"
"PARISH","160450","1604","Arajuno","URBAN"
"PARISH","160451","1604","Curaray","RURAL"
"PARISH","170101","1701","Belisario Quevedo","URBAN"
"PARISH","170102","1701","Carcelén","URBAN"
"PARISH","170103","1701","Centro Histórico","URBAN"
"PARISH","170104","1701","Cochapamba","URBAN"
"PARISH","170105","1701","Comité del Pueblo","URBAN"
"PARISH","170106","1701","Cotocollao","URBAN"
"PARISH","170107","1701","Chilibulo","URBAN"
"PARISH","170108","1701","Chillogallo","URBAN"
"PARISH","170109","1701","Chimbacalle","URBAN"
"PARISH","170110","1701","El Condado","URBAN"
"PARISH","170111","1701","Guamaní","URBAN"
"PARISH","170112","1701","Iñaquito","URBAN"
"PARISH","170113","1701","Itchimbía","URBAN"
"PARISH","170114","1701","Jipijapa","URBAN"
"PARISH","170115","1701","Kennedy","URBAN"
"PARISH","170116","1701","La Argelia","URBAN"
"PARISH","170117","1701","La Concepción","URBAN"
"PARISH","170118","1701","La Ecuatoriana","URBAN"
"PARISH","170119","1701","La Ferroviaria","URBAN"
"PARISH","170120","1701","La Libertad","URBAN"
"PARISH","170121","1701","La Magdalena","URBAN"
"PARISH","170122","1701","La Mena","URBAN"
"PARISH","170123","1701","Mariscal Sucre","URBAN"
"PARISH","170124","1701","Ponceano","URBAN"
"PARISH","170125","1701","Puengasí","URBAN"
"PARISH","170126","1701","Quitumbe","URBAN"
"PARISH","170127","1701","Rumipamba","URBAN"
"PARISH","170128","1701","San Bartolo","URBAN"
"PARISH","170129","1701","San Isidro del Inca","URBAN"
"PARISH","170130","1701","San Juan","URBAN"
"PARISH","170131","1701","Solanda","URBAN"
"PARISH","170132","1701","Turubamba","URBAN"
"PARISH","170150","1701","Quito","URBAN"
"PARISH","170151","1701","Alangasí","RURAL"
"PARISH","170152","1701","Amaguaña","RURAL"
"PARISH","170153","1701","Atahualpa","RURAL"
"PARISH","170154","1701","Calacalí","RURAL"
"PARISH","170155","1701","Calderón","RURAL"
"PARISH","170156","1701","Conocoto","RURAL"
"PARISH","170157","1701","Cumbayá","RURAL"
"PARISH","170158","1701","Chavezpamba","RURAL"
"PARISH","170159","1701","Checa","RURAL"
"PARISH","170160","1701","El Quinche","RURAL"
"PARISH","170161","1701","Gualea","RURAL"
"PARISH","170162","1701","Guangopolo","RURAL"
"PARISH","170163","1701","Guayllabamba","RURAL"
"PARISH","170164","1701","La Merced","RURAL"
"PARISH","170165","1701","Llano Chico","RURAL"
"PARISH","170166","1701","Lloa","RURAL"
"PARISH","170168","1701","Nanegal","RURAL"
"PARISH","170169","1701","Nanegalito","RURAL"
"PARISH","170170","1701","Nayón","RURAL"
"PARISH","170171","1701","Nono","RURAL"
"PARISH","170172","1701","Pacto","RURAL"
"PARISH","170174","1701","Perucho","RURAL"
"PARISH","170175","1701","Pifo","RURAL"
"PARISH","170176","1701","Píntag","RURAL"
"PARISH","170177","1701","Pomasqui","RURAL"
"PARISH","170178","1701","Puéllaro","RURAL"
"PARISH","170179","1701","Puembo","RURAL"
"PARISH","170180","1701","San Antonio","RURAL"
"PARISH","170181","1701","San José de Minas","RURAL"
"PARISH","170183","1701","Tababela","RURAL"
"PARISH","170184","1701","Tumbaco","RURAL"
"PARISH","170185","1701","Yaruquí","RURAL"
"PARISH","170186","1701","Zámbiza","RURAL"
"PARISH","170250","1702","Cayambe","URBAN"
"PARISH","170251","1702","Ascázubi","RURAL"
"PARISH","170252","1702","Cangahua","RURAL"
"PARISH","170253","1702","Olmedo","RURAL"
"PARISH","170254","1702","Otón","RURAL"
"PARISH","170255","1702","Santa Rosa de Cuzubamba","RURAL"
"PARISH","170256","1702","San José de Ayora","RURAL"
"PARISH","170257","1702","Juan Montalvo","RURAL"
"PARISH","170350","1703","Machachi","URBAN"
"PARISH","170351","1703","Aloag","RURAL"
"PARISH","170352","1703","Aloasí","RURAL"
"PARISH","170353","1703","Cutuglahua","RURAL"
"PARISH","170354","1703","El Chaupi","RURAL"
"PARISH","170355","1703","Manuel Cornejo Astorga","RURAL"
"PARISH","170356","1703","Tambillo","RURAL"
"PARISH","170357","1703","Uyumbicho","RURAL"
"PARISH","170450","1704","Tabacundo","URBAN"
"PARISH","170451","1704","La Esperanza","RURAL"
"PARISH","170452","1704","Malchinguí","RURAL"
"PARISH","170453","1704","Tocachi","RURAL"
"PARISH","170454","1704","Tupigachi","RURAL"
"PARISH","170501","1705","Sangolquí","URBAN"
"PARISH","170502","1705","San Pedro de Taboada","URBAN"
"PARISH","170503","1705","San Rafael","URBAN"
"PARISH","170504","1705","Fajardo","URBAN"
"PARISH","170550","1705","Sangolquí","URBAN"
"PARISH","170551","1705","Cotogchoa","RURAL"
"PARISH","170552","1705","Rumipamba","RURAL"
"PARISH","170750","1707","San Miguel de los Bancos","URBAN"
"PARISH","170751","1707","Mindo","RURAL"
"PARISH","170850","1708","Pedro Vicente Maldonado","URBAN"
"PARISH","170950","1709","Puerto Quito","URBAN"
"PARISH","180101","1801","Atocha – Ficoa","URBAN"
"PARISH","180102","1801","Celiano Monge","URBAN"
"PARISH","180103","1801","Huachi Chico","URBAN"
"PARISH","180104","1801","Huachi Loreto","URBAN"
"PARISH","180105","1801","La Merced","URBAN"
"PARISH","180106","1801","La Península","URBAN"
"PARISH","180107","1801","Matriz","URBAN"
"PARISH","180108","1801","Pishilata","URBAN"
"PARISH","180109","1801","San Francisco","URBAN"
"PARISH","180150","1801","Ambato","URBAN"
"PARISH","180151","1801","Ambatillo","RURAL"
"PARISH","180152","1801","Atahualpa (Cab. en Chisalata)","RURAL"
"PARISH","180153","1801","Augusto N. Martínez","RURAL"
"PARISH","180154","1801","Constantino Fernández (Cab. en Cullitahua)","RURAL"
"PARISH","180155","1801","Huachi Grande","RURAL"
"PARISH","180156","1801","Izamba","RURAL"
"PARISH","180157","1801","Juan Benigno Vela","RURAL"
"PARISH","180158","1801","Montalvo","RURAL"
"PARISH","180159","1801","Pasa","RURAL"
"PARISH","180160","1801","Picaihua","RURAL"
"PARISH","180161","1801","Pilagüín","RURAL"
"PARISH","180162","1801","Quisapincha","RURAL"
"PARISH","180163","1801","San Bartolomé de Pinllo","RURAL"
"PARISH","180164","1801","San Fernando","RURAL"
"PARISH","180165","1801","Santa Rosa","RURAL"
"PARISH","180166","1801","Totoras","RURAL"
"PARISH","180167","1801","Cunchibamba","RURAL"
"PARISH","180168","1801","Unamuncho","RURAL"
"PARISH","180250","1802","Baños","URBAN"
"PARISH","180251","1802","Lligua","RURAL"
"PARISH","180252","1802","Río Negro","RURAL"
"PARISH","180253","1802","Río Verde","RURAL"
"PARISH","180254","1802","Ulba","RURAL"
"PARISH","180350","1803","Cevallos","URBAN"
"PARISH","180450","1804","Mocha","URBAN"
"PARISH","180451","1804","Pinguilí","RURAL"
"PARISH","180550","1805","Patate","URBAN"
"PARISH","180551","1805","El Triunfo","RURAL"
"PARISH","180552","1805","Los Andes (Cab. en Poatug)","RURAL"
"PARISH","180553","1805","Sucre (Cab. en Sucre Patate-Urcu)","RURAL"
"PARISH","180650","1806","Quero","URBAN"
"PARISH","180651","1806","Rumipamba","RURAL"
"PARISH","180652","1806","Yanayacu-Mochapata (Cab. en Yanayacu)","RURAL"
"PARISH","180701","1807","Pelileo","URBAN"
"PARISH","180702","1807","Pelileo Grande","URBAN"
"PARISH","180750","1807","Pelileo","URBAN"
"PARISH","180751","1807","Benítez","RURAL"
"PARISH","180752","1807","Bolívar","RURAL"
"PARISH","180753","1807","Cotaló","RURAL"
"PARISH","180754","1807","Chiquicha (Cab. en Chiquicha Grande)","RURAL"
"PARISH","180755","1807","El Rosario","RURAL"
"PARISH","180756","1807","García Moreno","RURAL"
"PARISH","180757","1807","Guambaló","RURAL"
"PARISH","180758","1807","Salasaca","RURAL"
"PARISH","180801","1808","Ciudad Nueva","URBAN"
"PARISH","180802","1808","Píllaro","URBAN"
"PARISH","180850","1808","Píllaro","URBAN"
"PARISH","180851","1808","Baquerizo Moreno","RURAL"
"PARISH","180852","1808","Emilio María Terán","RURAL"
"PARISH","180853","1808","Marcos Espinel","RURAL"
"PARISH","180854","1808","Presidente Urbina","RURAL"
"PARISH","180855","1808","San Andrés","RURAL"
"PARISH","180856","1808","San José de Poaló","RURAL"
"PARISH","180857","1808","San Miguelito","RURAL"
"PARISH","180950","1809","Tisaleo","URBAN"
"PARISH","180951","1809","Quinchicoto","RURAL"
"PARISH","190101","1901","El Limón","URBAN"
"PARISH","190102","1901","Zamora","URBAN"
"PARISH","190150","1901","Zamora","URBAN"
"PARISH","190151","1901","Cumbaratza","RURAL"
"PARISH","190152","1901","Guadalupe","RURAL"
"PARISH","190153","1901","Imbana (Cab. en la Victoria de Imbana)","RURAL"
"PARISH","190155","1901","Sabanilla","RURAL"
"PARISH","190156","1901","Timbara","RURAL"
"PARISH","190158","1901","San Carlos de las Minas","RURAL"
"PARISH","190250","1902","Zumba","URBAN"
"PARISH","190251","1902","Chito","RURAL"
"PARISH","190252","1902","El Chorro","RURAL"
"PARISH","190254","1902","La Chonta","RURAL"
"PARISH","190256","1902","Pucapamba","RURAL"
"PARISH","190259","1902","San Andrés","RURAL"
"PARISH","190350","1903","Guayzimi","URBAN"
"PARISH","190351","1903","Zurmi","RURAL"
"PARISH","190352","1903","Nuevo Paraíso","RURAL"
"PARISH","190353","1903","Nankais (Cab. en Tsarunts (Santa Elena))","RURAL"
"PARISH","190450","1904","28 de Mayo","URBAN"
"PARISH","190451","1904","La Paz","RURAL"
"PARISH","190452","1904","Tutupali","RURAL"
"PARISH","190550","1905","Yantzaza","URBAN"
"PARISH","190551","1905","Chicaña","RURAL"
"PARISH","190553","1905","Los Encuentros","RURAL"
"PARISH","190650","1906","El Pangui","URBAN"
"PARISH","190651","1906","El Guisme","RURAL"
"PARISH","190652","1906","Pachicutza","RURAL"
"PARISH","190653","1906","Tundayme","RURAL"
"PARISH","190750","1907","Zumbi","URBAN"
"PARISH","190752","1907","Triunfo Dorado (Cab. en El Dorado)","RURAL"
"PARISH","190753","1907","Panguintza","RURAL"
"PARISH","190850","1908","Palanda","URBAN"
"PARISH","190851","1908","El Porvenir del Carmen","RURAL"
"PARISH","190852","1908","San Francisco del Vergel","RURAL"
"PARISH","190853","1908","Valladolid","RURAL"
"PARISH","190854","1908","La Canela","RURAL"
"PARISH","190950","1909","Paquisha","URBAN"
"PARISH","190951","1909","Bellavista","RURAL"
"PARISH","190952","1909","Nuevo Quito","RURAL"
"PARISH","200150","2001","Puerto Baquerizo Moreno","URBAN"
"PARISH","200151","2001","El Progreso","RURAL"
"PARISH","200152","2001","Isla Santa María Floreana (Cab. en Puerto Velasco Ibarra)","RURAL"
"PARISH","200250","2002","Puerto Villamil","URBAN"
"PARISH","200251","2002","Tomás de Berlanga","RURAL"
"PARISH","200350","2003","Puerto Ayora","URBAN"
"PARISH","200351","2003","Bella Vista","RURAL"
"PARISH","200352","2003","Santa Rosa","RURAL"
"PARISH","210150","2101","Nueva Loja","URBAN"
"PARISH","210152","2101","Dureno","RURAL"
"PARISH","210153","2101","General Farfán","RURAL"
"PARISH","210155","2101","El Eno","RURAL"
"PARISH","210156","2101","Pacayacu","RURAL"
"PARISH","210157","2101","Jambelí","RURAL"
"PARISH","210158","2101","Santa Cecilia","RURAL"
"PARISH","210160","2101","10 de Agosto","RURAL"
"PARISH","210250","2102","Lumbaquí","URBAN"
"PARISH","210251","2102","El Reventador","RURAL"
"PARISH","210252","2102","Gonzalo Pizarro","RURAL"
"PARISH","210254","2102","Puerto Libre","RURAL"
"PARISH","210350","2103","Puerto El Carmen del Putumayo","URBAN"
"PARISH","210351","2103","Palma Roja","RURAL"
"PARISH","210352","2103","Puerto Bolívar","RURAL"
"PARISH","210353","2103","Puerto Rodríguez","RURAL"
"PARISH","210354","2103","Santa Elena","RURAL"
"PARISH","210355","2103","Sansahuari","RURAL"
"PARISH","210450","2104","Shushufindi","URBAN"
"PARISH","210451","2104","Limoncocha","RURAL"
"PARISH","210452","2104","Pañacocha","RURAL"
"PARISH","210453","2104","San Roque (Cab. en San Vicente)","RURAL"
"PARISH","210454","2104","San Pedro de los Cofánes","RURAL"
"PARISH","210455","2104","Siete de Julio","RURAL"
"PARISH","210456","2104","La Magdalena","RURAL"
"PARISH","210457","2104","La Primavera","RURAL"
"PARISH","210550","2105","La Bonita","URBAN"
"PARISH","210551","2105","El Playón de San Francisco","RURAL"
"PARISH","210552","2105","La Sofía","RURAL"
"PARISH","210553","2105","Rosa Florida","RURAL"
"PARISH","210554","2105","Santa Bárbara","RURAL"
"PARISH","210650","2106","El Dorado de Cascales","URBAN"
"PARISH","210651","2106","Santa Rosa de Sucumbíos","RURAL"
"PARISH","210652","2106","Sevilla","RURAL"
"PARISH","210653","2106","Nueva Troncal (Cab. en la Troncal)","RURAL"
"PARISH","210750","2107","Tarapoa","URBAN"
"PARISH","210751","2107","Cuyabeno","RURAL"
"PARISH","210752","2107","Aguas Negras","RURAL"
"PARISH","220150","2201","El Coca (Puerto Francisco de Orellana),cabecera Cantonal y Capital Provincial","URBAN"
"PARISH","220151","2201","Dayuma","RURAL"
"PARISH","220152","2201","Taracoa","RURAL"
"PARISH","220153","2201","Alejandro Labaka","RURAL"
"PARISH","220154","2201","El Dorado","RURAL"
"PARISH","220155","2201","El Edén","RURAL"
"PARISH","220156","2201","García Moreno","RURAL"
"PARISH","220157","2201","Inés Arango (Cab. en Western)","RURAL"
"PARISH","220158","2201","La Belleza","RURAL"
"PARISH","220159","2201","Nuevo Paraíso (Cab. en Unión Chimborazo)","RURAL"
"PARISH","220160","2201","San José de Guayusa","RURAL"
"PARISH","220161","2201","San Luis de Armenia","RURAL"
"PARISH","220201","2202","Nuevo Rocafuerte","URBAN"
"PARISH","220202","2202","Tiputini","URBAN"
"PARISH","220250","2202","Nuevo Rocafuerte","URBAN"
"PARISH","220251","2202","Capitán Augusto Rivadeneyra","RURAL"
"PARISH","220252","2202","Cononaco","RURAL"
"PARISH","220253","2202","Santa María de Huiririma","RURAL"
"PARISH","220255","2202","Yasuní","RURAL"
"PARISH","220350","2203","La Joya de los Sachas","URBAN"
"PARISH","220351","2203","Enokanqui (Cab. en El Paraíso)","RURAL"
"PARISH","220352","2203","Pompeya","RURAL"
"PARISH","220353","2203","San Carlos","RURAL"
"PARISH","220354","2203","San Sebastián del Coca","RURAL"
"PARISH","220355","2203","Lago San Pedro","RURAL"
"PARISH","220356","2203","Rumipamba","RURAL"
"PARISH","220357","2203","Tres de Noviembre","RURAL"
"PARISH","220358","2203","Unión Milagreña","RURAL"
"PARISH","220450","2204","Loreto","URBAN"
"PARISH","220451","2204","Ávila (Cab. en Huiruno)","RURAL"
"PARISH","220452","2204","Puerto Murialdo","RURAL"
"PARISH","220453","2204","San José de Payamino","RURAL"
"PARISH","220454","2204","San José de Dahuano","RURAL"
"PARISH","220455","2204","San Vicente de Huaticocha","RURAL"
"PARISH","230101","2301","Abraham Calazacón","URBAN"
"PARISH","230102","2301","Bombolí","URBAN"
"PARISH","230103","2301","Chiguilpe","URBAN"
"PARISH","230104","2301","Río Toachi","URBAN"
"PARISH","230105","2301","Río Verde","URBAN"
"PARISH","230106","2301","Santo Domingo de los Colorados","URBAN"
"PARISH","230107","2301","Zaracay","URBAN"
"PARISH","230150","2301","Santo Domingo de los Colorados","URBAN"
"PARISH","230151","2301","Alluriquín","RURAL"
"PARISH","230152","2301","Puerto Limón","RURAL"
"PARISH","230153","2301","Luz de América","RURAL"
"PARISH","230154","2301","San Jacinto del Búa","RURAL"
"PARISH","230155","2301","Valle Hermoso","RURAL"
